식품명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
커피_디카페인 콜드브루 아이스(ICED) (K(코끼리)),3,1.38,,
커피_디카페인 콜드브루 아이스(ICED) (L),2,0.0,,0.0
커피_디카페인 콜드브루 아이스(ICED) (ML),2,0.0,,0.0
커피_디카페인 콜드브루 아이스(ICED) (R),3,1.41,,
커피_디카페인 콜드브루 아인슈페너,20,0.24,,
커피_디카페인 콜드브루 아인슈페너 아이스(ICED),77,1.41,,
커피_디카페인 콜드브루 아인슈페너 아이스(ICED),27,0.14,,0.99
커피_디카페인 콜드브루 연유 라떼 아이스(ICED),50,1.83,,
커피_디카페인 콜드브루 크림넛,61,1.45,,
커피_디카페인 콜드브루 티라미수,83,1.69,,
커피_디카페인 콜드브루 핫(HOT),2,0.06,,
커피_디카페인 콜드브루 핫(HOT),2,0.1,0.03,0.24
커피_디카페인 콜드브루 핫(HOT),2,0.06,,
커피_디카페인 콜드브루 화이트 비엔나,64,1.21,,
커피_디카페인 콜드브루 화이트비엔나,70,1.69,,
커피_디카페인 콜드브루 흑당 라떼 아이스(ICED),39,1.13,,
커피_디카페인 크리미 라떼 아이스(ICED),77,0.9,5.82,5.16
커피_디카페인 펌킨스파이스 라떼 아이스(ICED),43,1.09,1.44,6.4
커피_디카페인 펌킨스파이스 라떼 핫(HOT),70,2.02,2.67,9.32
커피_디카페인 피스타치오 카페 라떼 아이스(ICED),60,0.92,1.75,9.97
커피_디카페인 피스타치오 카페 라떼 핫(HOT),91,1.8,3.07,13.96
커피_디카페인 허니아메리카노 아이스(ICED),15,0.0,0.02,3.78
커피_디카페인 허니아메리카노 핫(HOT),20,0.0,0.02,4.92
커피_디카페인 헤이즐넛 라떼 아이스(ICED),59,1.52,,
커피_디카페인 헤이즐넛 라떼 아이스(ICED),61,0.69,,
커피_디카페인 헤이즐넛 라떼 핫(HOT),84,2.41,,
커피_디카페인 헤이즐넛 라떼 핫(HOT),87,2.41,,
커피_디카페인 헤이즐넛 커피 아이스(ICED),35,0.31,,
커피_디카페인 헤이즐넛 커피 아이스(ICED),35,0.3,,
커피_디카페인 헤이즐넛 커피 핫(HOT),43,0.38,,
커피_디카페인 헤이즐넛 커피 핫(HOT),43,0.38,,
커피_디카페인 헤이즐넛 크림콜드브루 아이스(ICED),40,0.17,,
커피_디카페인 헤이즐넛딥라떼 아이스(ICED),52,1.35,,
커피_디카페인 헤이즐넛딥라떼 핫(HOT),63,1.86,,
커피_디카페인 헤이즐넛아메리카노 아이스(ICED),21,0.0,0.0,5.02
커피_디카페인 헤이즐넛아메리카노 핫(HOT),27,0.0,0.02,6.52
커피_디카페인 화이트 아메리카노 아이스(ICED),11,0.46,0.63,0.86
커피_디카페인 화이트 아메리카노 핫(HOT),15,0.6,0.82,1.12
커피_디카페인 화이트 초콜릿 모카 아이스(ICED) (EX),75,1.18,,
커피_디카페인 화이트 초콜릿 모카 아이스(ICED) (L),67,1.13,,
커피_디카페인 화이트 초콜릿 모카 핫(HOT) (EX),89,2.0,,
커피_디카페인 화이트 초콜릿 모카 핫(HOT) (L),78,1.69,,
커피_디카페인 화이트초콜릿모카 아이스(ICED),53,1.14,1.76,8.18
커피_디카페인 화이트초콜릿모카 핫(HOT),86,2.21,3.25,11.84
커피_디카페인 흑당 콜드브루,57,1.21,,
커피_디카페인 흑당 콜드브루 (EX),56,1.32,,
커피_디카페인라떼 아이스(ICED),20,0.88,1.02,1.68
커피_디카페인라떼 핫(HOT),33,1.44,1.76,2.61
커피_디카페인커피 아이스(ICED),2,0.12,0.0,0.41
커피_디카페인커피 핫(HOT),2,0.12,0.0,0.41
커피_딥 화이트초코 모카 아이스(ICED),55,1.69,,
커피_딥 화이트초코 모카 핫(HOT),79,2.62,,
커피_라떼 달구나 아이스(ICED) (L),44,1.16,,7.08
커피_라떼 달구나 아이스(ICED) (ML),42,0.99,,7.04
커피_라떼 달구나 핫(HOT) (ML),61,1.69,,9.31
커피_라벤더 블론드 스타벅스 더블 샷,72,1.45,,
커피_라벤더 카페 브레베 아이스(ICED) (Tall),94,1.69,,
커피_라벤더 카페 브레베 핫(HOT) (Tall),113,2.25,,
커피_라이트 바닐라 아몬드 라떼 아이스(ICED),13,0.36,0.36,2.06
커피_럼 샷 코르타도 (Short),30,1.27,,
커피_레몬 아메리카노 아이스(ICED),42,0.0,,
커피_레몬아메리카노 아이스(ICED),42,0.0,,
커피_레트로 커피 아이스(ICED) (L),36,0.21,,5.29
커피_레트로 커피 아이스(ICED) (ML),30,0.28,,4.65
커피_레트로 커피 핫(HOT) (ML),50,0.34,,7.11
커피_레트로커피 아이스(ICED) (L),34,0.2,,5.0
커피_레트로커피 아이스(ICED) (ML),30,0.28,,4.65
커피_레트로커피 핫(HOT) (ML),36,0.28,,5.77
커피_롱블랫 아이스(ICED) (Short),5,0.25,,
커피_롱블랫 핫(HOT) (Short),4,0.32,,
커피_리스트레또 딜라이트 아이스(ICED),47,1.69,,
커피_리스트레또 딜라이트 핫(HOT),88,3.39,,
커피_리얼바닐라빈 아이스(ICED),55,1.35,,6.46
커피_리얼바닐라빈 핫(HOT),85,2.33,,9.35
커피_마스카포네 이천 쌀 슈페너 아이스(ICED) (Grande),99,1.25,,
커피_마스카포네 이천 쌀 슈페너 아이스(ICED) (Mini Venti),85,1.23,,
커피_마스카포네 이천 쌀 슈페너 아이스(ICED) (Tall),82,1.39,,
커피_마스카포네 이천 쌀 슈페너 아이스(ICED) (Venti),81,1.11,,
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Grande),101,1.88,,
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Mini Venti),99,1.75,,
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Tall),100,2.22,,
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Venti),93,1.67,,
커피_말차 아인슈페너 아이스(ICED),123,1.83,,
커피_말차 아인슈페너 아이스(ICED) (하프벤티),106,1.67,,
커피_메가리카노 아이스(ICED),2,0.16,0.03,0.22
커피_모카 더블 베네프레소 (S),81,1.43,,
커피_모카 카페 라떼 아이스(ICED) (J),60,1.69,,
커피_모카 카페 라떼 아이스(ICED) (L),60,1.69,,
커피_모카 카페 라떼 핫(HOT) (J),137,2.96,,
커피_모카 카페 라떼 핫(HOT) (L),98,2.9,,
커피_믹스 커피 아이스(ICED),76,0.83,,
커피_믹스 커피 핫(HOT),95,1.04,,
커피_믹스커피 아이스(ICED),62,1.18,,
커피_믹스커피 아이스(ICED),60,0.33,,
커피_믹스커피 아이스(ICED) (더벤티),59,0.31,,
커피_믹스커피 핫(HOT),60,1.23,,
커피_믹스커피 핫(HOT),60,0.33,,
커피_민트 모카 아이스(ICED),79,1.5,,
커피_민트 모카 핫(HOT),91,2.07,,
커피_민트모카 아이스(ICED),81,1.51,,
커피_민트모카 아이스(ICED),75,1.55,,
커피_민트모카 아이스(ICED) (L),87,1.62,,
커피_민트모카 아이스(ICED) (R),95,1.58,,
커피_민트모카 핫(HOT),87,2.01,,
커피_민트모카 핫(HOT),129,2.92,,
커피_민트모카 핫(HOT) (L),129,3.19,,
커피_민트모카 핫(HOT) (R),131,2.79,,
커피_민트카페모카 아이스(ICED),61,1.0,,
커피_민트카페모카 아이스(ICED) (L),84,1.29,,
커피_민트카페모카 아이스(ICED) (R),76,1.28,,
커피_민트카페모카 핫(HOT),69,1.73,,
커피_민트카페모카 핫(HOT) (L),119,2.58,,
커피_민트카페모카 핫(HOT) (R),110,2.56,,
커피_밀크 카라멜마키아또 아이스(ICED),62,1.14,2.37,8.59
커피_밀크 카라멜마키아또 핫(HOT),93,2.02,3.81,12.07
커피_밀크카라멜마키아또 아이스(ICED),62,1.14,,8.6
커피_밀크카라멜마키아또 핫(HOT),93,2.02,,12.07
커피_밀크티프레소 아이스(ICED) (Grande),67,1.25,,
커피_밀크티프레소 아이스(ICED) (Mini Venti),64,1.23,,
커피_밀크티프레소 아이스(ICED) (Tall),73,1.67,,
커피_밀크티프레소 아이스(ICED) (Venti),58,1.11,,
커피_밀크티프레소 핫(HOT) (Grande),73,1.67,,
커피_밀크티프레소 핫(HOT) (Mini Venti),71,1.58,,
커피_밀크티프레소 핫(HOT) (Tall),76,1.67,,
커피_밀크티프레소 핫(HOT) (Venti),63,1.39,,
커피_바나나 달달 커피 아이스(ICED),76,0.61,,
커피_바나나 달달 커피 아이스(ICED),77,0.69,,
커피_바나나 달달 커피 핫(HOT),87,0.72,,
커피_바나나 달달 커피 핫(HOT),89,0.8,,
커피_바나나 카페 라떼 아이스(ICED),43,1.41,,
커피_바나나 카페 라떼 핫(HOT),63,1.9,,
커피_바나나 콜드브루 오트 라떼 아이스(ICED),9,0.21,,
커피_바나리카노 아이스(ICED),1,0.04,0.0,0.12
커피_바닐라 더블 베네프레소 (S),103,0.95,,
커피_바닐라 딜라이트 아이스(ICED),56,1.7,,
커피_바닐라 딜라이트 핫(HOT),69,2.83,,
커피_바닐라 라떼,41,1.29,1.52,5.46
커피_바닐라 라떼,50,1.41,,
커피_바닐라 라떼 (Venti),44,1.16,,
커피_바닐라 라떼 다크로스트 (K(코끼리)),75,2.92,,
커피_바닐라 라떼 다크로스트 (L),75,2.96,,
커피_바닐라 라떼 다크로스트 (R),75,2.82,,
커피_바닐라 라떼 마끼아또 아이스(ICED) (L),45,1.57,,
커피_바닐라 라떼 마끼아또 아이스(ICED) (R),47,1.28,,
커피_바닐라 라떼 마끼아또 아이스(ICED) (V),66,1.77,,
커피_바닐라 라떼 마끼아또 핫(HOT) (L),62,2.35,,
커피_바닐라 라떼 마끼아또 핫(HOT) (R),64,2.69,,
커피_바닐라 라떼 아이스(ICED),46,2.0,,
커피_바닐라 라떼 아이스(ICED),55,1.3,2.51,6.63
커피_바닐라 라떼 아이스(ICED),40,1.2,1.12,6.41
커피_바닐라 라떼 아이스(ICED),41,1.34,,
커피_바닐라 라떼 아이스(ICED),49,1.97,,
커피_바닐라 라떼 아이스(ICED),40,1.41,,
커피_바닐라 라떼 아이스(ICED),36,1.2,,
커피_바닐라 라떼 아이스(ICED),38,0.98,1.22,5.61
커피_바닐라 라떼 아이스(ICED),50,1.42,,
커피_바닐라 라떼 아이스(ICED),61,1.27,,
커피_바닐라 라떼 아이스(ICED),40,1.39,,
커피_바닐라 라떼 아이스(ICED),41,1.08,,
커피_바닐라 라떼 아이스(ICED) (EX),57,1.47,,
커피_바닐라 라떼 아이스(ICED) (Grande),59,1.46,,
커피_바닐라 라떼 아이스(ICED) (K(코끼리)),75,2.92,,
커피_바닐라 라떼 아이스(ICED) (L),40,1.19,,
커피_바닐라 라떼 아이스(ICED) (L),59,2.02,,
커피_바닐라 라떼 아이스(ICED) (L),52,1.56,,
커피_바닐라 라떼 아이스(ICED) (L),75,1.53,,
커피_바닐라 라떼 아이스(ICED) (L),75,2.96,,
커피_바닐라 라떼 아이스(ICED) (L),54,1.71,,
커피_바닐라 라떼 아이스(ICED) (L),33,0.9,,1.6
커피_바닐라 라떼 아이스(ICED) (L),46,1.5,,
커피_바닐라 라떼 아이스(ICED) (M),39,1.2,,
커피_바닐라 라떼 아이스(ICED) (ML),34,0.85,,1.55
커피_바닐라 라떼 아이스(ICED) (Mini Venti),52,1.23,,
커피_바닐라 라떼 아이스(ICED) (R),75,2.82,,
커피_바닐라 라떼 아이스(ICED) (R),37,1.3,,
커피_바닐라 라떼 아이스(ICED) (R),51,1.39,,
커피_바닐라 라떼 아이스(ICED) (R),54,1.71,,
커피_바닐라 라떼 아이스(ICED) (R),48,1.15,,
커피_바닐라 라떼 아이스(ICED) (Tall),59,1.39,,
커피_바닐라 라떼 아이스(ICED) (Venti),50,1.11,,
커피_바닐라 라떼 아이스(ICED) 빅사이즈,51,1.24,,
커피_바닐라 라떼 프리미엄마일드 (K(코끼리)),75,2.92,,
커피_바닐라 라떼 프리미엄마일드 (L),75,2.96,,
커피_바닐라 라떼 프리미엄마일드 (R),75,2.82,,
커피_바닐라 라떼 핫(HOT),46,2.0,,
커피_바닐라 라떼 핫(HOT),85,2.25,4.02,9.58
커피_바닐라 라떼 핫(HOT),40,1.47,1.17,5.85
커피_바닐라 라떼 핫(HOT),42,1.56,,
커피_바닐라 라떼 핫(HOT),75,2.58,3.23,9.03
커피_바닐라 라떼 핫(HOT),56,1.67,,
커피_바닐라 라떼 핫(HOT),62,2.18,,
커피_바닐라 라떼 핫(HOT),67,2.11,,
커피_바닐라 라떼 핫(HOT),61,2.82,,
커피_바닐라 라떼 핫(HOT),53,1.99,,
커피_바닐라 라떼 핫(HOT),74,1.9,,
커피_바닐라 라떼 핫(HOT),60,2.24,,
커피_바닐라 라떼 핫(HOT),82,2.53,,
커피_바닐라 라떼 핫(HOT) (EX),73,2.3,,
커피_바닐라 라떼 핫(HOT) (Grande),61,1.67,,
커피_바닐라 라떼 핫(HOT) (K(코끼리)),75,2.92,,
커피_바닐라 라떼 핫(HOT) (L),65,2.31,,
커피_바닐라 라떼 핫(HOT) (L),47,1.51,,
커피_바닐라 라떼 핫(HOT) (L),61,2.0,,
커피_바닐라 라떼 핫(HOT) (L),75,2.96,,
커피_바닐라 라떼 핫(HOT) (L),110,3.7,,
커피_바닐라 라떼 핫(HOT) (L),57,1.88,,
커피_바닐라 라떼 핫(HOT) (L),75,2.52,,
커피_바닐라 라떼 핫(HOT) (M),50,1.71,,
커피_바닐라 라떼 핫(HOT) (ML),44,1.41,,2.39
커피_바닐라 라떼 핫(HOT) (Mini Venti),59,1.4,,
커피_바닐라 라떼 핫(HOT) (R),64,2.4,,
커피_바닐라 라떼 핫(HOT) (R),75,2.82,,
커피_바닐라 라떼 핫(HOT) (R),62,1.94,,
커피_바닐라 라떼 핫(HOT) (R),75,2.51,,
커피_바닐라 라떼 핫(HOT) (R),77,2.41,,
커피_바닐라 라떼 핫(HOT) (Tall),63,1.95,,
커피_바닐라 라떼 핫(HOT) (Venti),55,1.25,,
커피_바닐라 라떼 핫(HOT) 빅사이즈,83,2.32,,
커피_바닐라 빈 라떼 아이스(ICED),45,1.59,,
커피_바닐라 빈 라떼 아이스(ICED) (Tall),44,1.41,,
커피_바닐라 빈 라떼 핫(HOT),65,1.95,,
커피_바닐라 빈 라떼 핫(HOT) (Tall),69,2.54,,
커피_바닐라 스타벅스 더블 샷,60,0.97,,
커피_바닐라 아메리카노 아이스(ICED),17,0.16,0.16,3.84
커피_바닐라 아메리카노 핫(HOT),17,0.24,0.14,3.6
커피_바닐라 아이스크림 라떼 아이스(ICED) (L),66,1.67,,
커피_바닐라 아이스크림 라떼 아이스(ICED) (R),66,1.69,,
커피_바닐라 오트 콜드브루,50,0.48,,
커피_바닐라 카페 라떼,56,1.67,,
커피_바닐라 카페 라떼 DRIP 아이스(ICED) (J),43,0.92,,
커피_바닐라 카페 라떼 DRIP 아이스(ICED) (L),43,0.85,,
커피_바닐라 카페 라떼 DRIP 핫(HOT) (J),63,1.48,,
커피_바닐라 카페 라떼 DRIP 핫(HOT) (L),57,1.45,,
커피_바닐라 카페 라떼 ESP 아이스(ICED) (J),53,1.54,,
커피_바닐라 카페 라떼 ESP 아이스(ICED) (L),53,1.48,,
커피_바닐라 카페 라떼 ESP 핫(HOT) (J),66,1.69,,
커피_바닐라 카페 라떼 ESP 핫(HOT) (L),65,1.69,,
커피_바닐라 카페 라떼 아이스(ICED),46,1.3,,7.39
커피_바닐라 카페 라떼 아이스(ICED),89,2.22,,
커피_바닐라 카페 라떼 아이스(ICED),41,1.19,,
커피_바닐라 카페 라떼 아이스(ICED) (J),49,1.69,,
커피_바닐라 카페 라떼 아이스(ICED) (L),49,1.69,,
커피_바닐라 카페 라떼 핫(HOT),89,2.22,,
커피_바닐라 카페 라떼 핫(HOT),84,2.45,,
커피_바닐라 카페 라떼 핫(HOT),69,2.34,,10.13
커피_바닐라 카페 라떼 핫(HOT) (J),79,2.75,,
커피_바닐라 카페 라떼 핫(HOT) (L),79,2.9,,
커피_바닐라 콜드브루 아이스(ICED),42,0.98,1.85,4.97
커피_바닐라 크림 콜드 브루 (Tall),35,0.85,,
커피_바닐라 크림콜드브루 아이스(ICED),40,0.17,,
커피_바닐라 플랫 화이트 (Tall),62,2.54,,
커피_바닐라다크리카노 아이스(ICED),25,0.17,,
커피_바닐라다크리카노 핫(HOT),25,0.17,,
커피_바닐라딜라이트 아이스(ICED),59,1.69,,
커피_바닐라딜라이트 핫(HOT),72,2.82,,
커피_바닐라딥 라떼 아이스(ICED),52,1.52,,
커피_바닐라딥 라떼 핫(HOT),63,1.86,,
커피_바닐라딥라떼 아이스(ICED),57,1.5,,
커피_바닐라딥라떼 아이스(ICED) (더벤티),68,1.67,,
커피_바닐라딥라떼 핫(HOT),67,1.83,,
커피_바닐라라떼 디카페인 (L),75,2.96,,
커피_바닐라라떼 디카페인 (R),75,2.82,,
커피_바닐라빈 골든 라떼 아이스(ICED) (L),52,1.73,,
커피_바닐라빈 골든 라떼 아이스(ICED) (R),46,1.54,,
커피_바닐라빈 골든 라떼 핫(HOT) (L),86,2.43,,
커피_바닐라빈 골든 라떼 핫(HOT) (R),80,2.67,,
커피_바닐라빈 더블샷 라떼 아이스(ICED),44,1.27,,
커피_바닐라빈 더블샷 라떼 핫(HOT),53,1.76,,
커피_바닐라빈 라떼 아이스(ICED),50,1.18,,
커피_바닐라빈 라떼 아이스(ICED),64,1.95,2.44,8.29
커피_바닐라빈 라떼 핫(HOT),89,2.9,3.55,11.29
커피_바닐라빈 라떼 핫(HOT),51,1.38,,
커피_바닐라빈 오트 콜드브루 라떼 아이스(ICED) (L),59,0.95,,
커피_바닐라빈 오트 콜드브루 라떼 아이스(ICED) (R),53,0.82,,
커피_바닐라아메리카노 아이스(ICED),17,0.11,,
커피_바닐라아메리카노 핫(HOT),14,0.15,,
커피_바닐라카페 라떼 아이스(ICED) (L),45,1.27,,
커피_바닐라카페 라떼 아이스(ICED) (Max),42,1.18,,
커피_바닐라카페 라떼 아이스(ICED) (R),48,1.41,,
커피_바닐라카페 라떼 핫(HOT) (L),66,2.11,,
커피_바닐라카페 라떼 핫(HOT) (R),63,1.97,,
커피_바닐라크림 콜드브루 (Venti),50,0.39,,
커피_바닐라크림 콜드브루 아이스(ICED),66,1.02,,
커피_바닐라크림콜드브루 아이스(ICED),44,0.33,,
커피_바닐라크림콜드브루 아이스(ICED) (더벤티),51,0.31,,
커피_버블흑당콜드브루,65,1.21,,
커피_버터스카치 라떼 아이스(ICED),102,1.46,5.85,10.73
커피_버터스카치 라떼 핫(HOT),99,1.71,5.85,9.76
커피_버터스카치폼 아인슈페너 아이스(ICED),55,0.44,,
커피_버터스카치폼 아인슈페너 핫(HOT),63,0.53,,
커피_베네캣 달고나 라떼 아이스(ICED) (R),71,1.39,,
커피_베네캣 달고나 라떼 핫(HOT) (R),103,2.5,,
커피_베트남 연유 커피 아이스(ICED),59,0.64,,
커피_베트남 연유 커피 아이스(ICED),78,0.85,,
커피_베트남 연유 커피 핫(HOT),76,0.89,,
커피_벨벳 다크 모카 나이트로 (Tall),42,0.56,,
커피_브라운슈가 버블 라떼,89,1.44,,
커피_브라질 만티게이라 BSCA,1,0.06,,
커피_브루잉 블라썸,3,0.33,,0.67
커피_브루잉 블랙와인,3,0.33,,0.67
커피_브루잉 아리차,3,0.33,,0.67
커피_브루잉 케냐AA,3,0.33,,0.67
커피_브루잉 콜롬비아,3,0.33,,0.67
커피_블랙아리아 딥라떼 아이스(ICED),27,1.41,,
커피_블랙아리아 딥라떼 핫(HOT),47,2.26,,
커피_블랙아리아 아메리카노 아이스(ICED),3,0.0,,
커피_블랙아리아 아메리카노 핫(HOT),3,0.0,,
커피_블랙펄 카페 라떼 아이스(ICED),60,1.27,,
커피_블론드 바닐라 더블 샷 마키아또 아이스(ICED) (Tall),55,1.41,,
커피_블론드 바닐라 더블 샷 마키아또 핫(HOT) (Tall),89,2.25,,
커피_블루밍 콜드브루 (L),3,0.0,,
커피_블루밍 콜드브루 (R),3,0.0,,
커피_블루밍 콜드브루 라떼 (L),31,1.33,,
커피_블루밍 콜드브루 라떼 (R),31,1.39,,
커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (L),69,1.78,,
커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (R),62,1.67,,
커피_블루밍 콜드브루 모카 프라페노 (L),100,1.11,,
커피_블루밍 콜드브루 모카 프라페노 (R),100,1.11,,
커피_블루밍 콜드브루 카라멜 마끼아또 (L),51,1.56,,
커피_블루밍 콜드브루 카라멜 마끼아또 (R),51,1.39,,
커피_블루스노우모카 아이스(ICED) (L),86,1.43,,
커피_블루스노우모카 아이스(ICED) (R),79,1.2,,
커피_블루스노우모카 핫(HOT) (L),121,2.32,,
커피_블루스노우모카 핫(HOT) (R),116,2.36,,
커피_비닐라 라떼 아이스(ICED),41,1.11,,
커피_빅바나 디카페인 바닐라 라떼 아이스(ICED),56,1.22,2.54,7.0
커피_빅바나 디카페인 카페 라떼 아이스(ICED),30,1.28,1.72,2.26
커피_빅바나 디카페인 크리미 라떼 아이스(ICED),74,0.86,5.55,4.95
커피_빅바나 바닐라 라떼 아이스(ICED),56,1.25,2.52,6.99
커피_빅바나 카페 라떼 아이스(ICED),30,1.32,1.7,2.24
커피_빅바나 크리미 라떼 아이스(ICED),74,0.9,5.53,4.94
커피_빅바나 클래식밀크커피 아이스(ICED),36,0.43,0.63,7.13
커피_빅포즈 아메리카노,3,0.0,0.0,0.63
커피_빽’s 카페 라떼 아이스(ICED),32,1.6,,
커피_빽’s 카페 라떼 아이스(ICED) 빽사이즈,29,1.47,,
커피_빽’s 카페 라떼 핫(HOT),84,2.67,,
커피_사케라또 비안코 오버 아이스(ICED) (Tall),76,0.85,,
커피_사케라또 아포가토 (Tall),82,1.13,,
커피_살인미숫 아이스(ICED),122,3.68,,
커피_샤케아메리카노 아이스(ICED) (L),2,0.21,0.0,0.0
커피_샥 라떼 아이스(ICED),73,2.19,,
커피_샷 토피넛 라떼 아이스(ICED),78,1.72,,
커피_샷 토피넛 라떼 핫(HOT),99,2.56,,
커피_솔티카라멜크림 라떼 아이스(ICED) (S),77,1.69,,
커피_숏카페 라떼 아이스(ICED) (Short),34,1.35,,
커피_숏카페 라떼 핫(HOT) (Short),41,1.69,,
커피_슈크림 젤라또 카페 라떼 아이스(ICED) (L),57,1.85,,
